K,candidate_id,case_id,condition_number,dbdt_p95,group_p95_W0,group_p95_W1,group_p95_W2,group_p95_W3,group_p95_disk_1.0,group_p95_disk_4.0,group_p95_point,h_p95,ip_p95,n_tasks,qualifies,scope,spectral_error,spectral_error_s0,spectral_error_s1,split,total_p95,valid
4,K04_cc_span6.0_shift-0.5_dens1.25,TR02,6.585400972197801,0.04101234045367312,0.036587315911462956,0.03675588078851602,0.03479679738588273,nan,nan,nan,0.0372399463382793,0.0670202007505383,0.06978807531234055,6,False,point,0.013435053455334786,0.013255140151087853,0.013435053455334786,train,0.0372399463382793,True
4,K04_cc_span6.0_shift+0.0_dens1.00,TR02,5.457385398173446,0.08513814564561617,0.05772870214703343,0.05739461067485578,0.05484276982388507,nan,nan,nan,0.0584471738833969,0.07582829243463357,0.1534817242742561,6,False,point,0.024854583038862094,0.020834365876351138,0.024854583038862094,train,0.0584471738833969,True
4,K04_cc_span6.0_shift+0.0_dens1.25,TR02,5.581450444658653,0.05913992274548884,0.02959630269066661,0.02963031841953835,0.02936237702923452,nan,nan,nan,0.030031403880905035,0.03211499739075987,0.06708111011469045,6,False,point,0.014437471120814527,0.012253165481726096,0.014437471120814527,train,0.030031403880905035,True
4,K04_cc_span6.0_shift+0.5_dens1.00,TR02,5.666133899193412,0.06519438436162056,0.046228221060898536,0.04602351687016027,0.04258009099816564,nan,nan,nan,0.04657845888596782,0.08017775146791964,0.11508018455362792,6,False,point,0.019234284156993353,0.017912063236400596,0.019234284156993353,train,0.04657845888596782,True
4,K04_cc_span6.0_shift+0.5_dens1.25,TR02,5.617935461692344,0.05139663826312517,0.03495948738587154,0.035772152519975786,0.036713685572863246,nan,nan,nan,0.03693016590877103,0.03148778770529425,0.07740153553908007,6,False,point,0.019544005595059765,0.015630666072076558,0.019544005595059765,train,0.03693016590877103,True
4,K04_cc_span8.0_shift-0.5_dens1.00,TR02,8.924449809549827,0.11446976833471992,0.067664864335728,0.06970300850037295,0.06771623109690102,nan,nan,nan,0.06976806123587333,0.07815545816532353,0.2607017684158542,6,False,point,0.045787204506847194,0.03659540551099851,0.045787204506847194,train,0.06976806123587333,True
4,K04_cc_span8.0_shift-0.5_dens1.25,TR02,6.913424312249966,0.07670583990328411,0.05184075263320122,0.051756091134104586,0.051408104820869896,nan,nan,nan,0.05231053111262042,0.056024887704876944,0.13927158674602827,6,False,point,0.02768565324529629,0.022719740970694614,0.02768565324529629,train,0.05231053111262042,True
4,K04_cc_span8.0_shift+0.0_dens1.00,TR02,10.089413262989549,0.08891112460854549,0.0808642656813581,0.08034721994871795,0.08204532506988206,nan,nan,nan,0.08288292229590431,0.136637498950676,0.2441642653754289,6,False,point,0.041765981874319694,0.036760826456726736,0.041765981874319694,train,0.08288292229590431,True
4,K04_cc_span8.0_shift+0.0_dens1.25,TR02,10.035971074708746,0.0859792452899332,0.05812768041900239,0.05810529707754809,0.05623726152144572,nan,nan,nan,0.058941933228498916,0.07547144944261709,0.15498557740293412,6,False,point,0.02559428198324048,0.021683787141393372,0.02559428198324048,train,0.058941933228498916,True
4,K04_cc_span8.0_shift+0.5_dens1.00,TR02,25.98148776346709,0.16315646921142862,0.06512487673246711,0.0650044732505817,0.06282214493305704,nan,nan,nan,0.06584832402315793,0.12070647788262011,0.22124373511242412,6,False,point,0.029722461216881504,0.030772145169774598,0.029722461216881504,train,0.06584832402315793,True
